,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
776,saint-georges,15,CA,1570595287,94,46.12,-70.67,37.99,0.4
777,xai-xai,81,MZ,1570595287,86,-25.04,33.64,72.84,3.27
778,clarence town,20,AU,1570595288,52,-32.59,151.78,64.99,19.46
779,ulladulla,75,AU,1570595288,45,-35.36,150.48,62.6,14.99
780,mozarlandia,100,BR,1570595288,79,-14.74,-50.57,76.03,9.31
781,svetlaya,18,RU,1570595289,54,46.54,138.33,57.4,18.15
782,constantine,40,DZ,1570595289,100,36.36,6.61,46.4,2.24
783,rio grande,12,BR,1570595289,96,-32.03,-52.1,53.01,0.29
784,les cayes,27,HT,1570595289,75,18.19,-73.75,84.43,8.57
785,umm lajj,24,SA,1570595290,31,25.02,37.27,79.56,1.51
786,singleton,20,AU,1570595290,52,-32.57,151.17,64.99,19.46
787,anchorage,75,US,1570595108,61,61.22,-149.89,48.99,2.13
788,mbocayaty,0,PY,1570595291,71,-25.7,-56.4,67.26,4.8
789,nantucket,75,US,1570595291,87,41.28,-70.1,61.0,18.34
790,senneterre,1,CA,1570595291,80,48.39,-77.24,41.0,5.82
791,chany,24,RU,1570595292,76,55.31,76.76,48.74,4.14
792,ilfracombe,100,GB,1570595292,81,51.21,-4.13,54.0,13.87
793,anda,0,CN,1570595292,26,46.41,125.33,64.85,19.08
794,klyuchi,0,RU,1570595292,60,52.25,79.17,52.39,6.02
795,naze,100,NG,1570595293,97,5.43,7.07,70.23,1.1
796,nichinan,20,JP,1570595293,50,31.65,131.31,75.2,11.41
797,hokitika,100,NZ,1570595293,90,-42.72,170.96,55.98,20.05
798,pangoa,1,PE,1570595294,85,-12.12,-73.0,68.57,2.28
799,palora,67,EC,1570595294,96,-1.7,-77.97,60.85,2.45
800,high level,90,CA,1570595294,68,58.52,-117.13,30.2,4.7
801,jiuquan,100,CN,1570595294,41,39.73,98.49,50.16,9.74
802,oranjemund,2,ZA,1570595295,92,-28.55,16.43,54.68,9.28
803,zeven,40,DE,1570595295,93,53.3,9.28,52.0,12.75
804,dakar,20,SN,1570595016,83,14.69,-17.45,80.6,4.7
805,mukhen,56,RU,1570595295,62,48.19,136.14,49.62,9.99
806,vershino-darasunskiy,38,RU,1570595296,51,52.35,115.52,38.57,11.21
807,lahaina,20,US,1570595296,51,20.87,-156.68,82.4,6.93
808,gayeri,100,BF,1570595296,89,12.65,0.49,73.4,9.46
809,vasteras,100,SE,1570595296,86,59.62,16.55,42.01,5.82
810,kumluca,6,TR,1570595297,66,36.37,30.29,64.9,2.38
811,bac,0,RS,1570595297,93,45.39,19.24,41.0,5.82
812,culiacan,5,MX,1570595298,89,24.8,-107.39,84.2,0.56
813,neiafu,75,TO,1570595298,78,-18.65,-173.98,78.8,4.7
814,havelock,90,US,1570595298,88,34.88,-76.9,66.2,16.11
815,mezen,100,RU,1570595298,96,65.85,44.24,33.48,18.09
816,shingu,20,JP,1570595299,29,33.72,135.99,75.2,12.75
817,orumiyeh,40,IR,1570595299,66,37.55,45.08,50.0,6.93
818,sakaiminato,20,JP,1570595299,46,35.55,133.23,69.8,9.17
819,moussoro,100,TD,1570595299,65,13.64,16.49,80.6,10.98
820,ucluelet,0,CA,1570595300,84,48.94,-125.55,45.0,15.05
821,aitape,100,PG,1570595300,72,-3.15,142.36,84.81,5.48
822,hirata,20,JP,1570595300,45,37.21,140.56,68.0,13.87
823,greenwood,8,CA,1570595301,84,49.09,-118.68,39.0,3.0
824,birin,75,NP,1570595301,78,26.89,88.07,77.0,3.36
825,shitanjing,100,CN,1570595301,41,39.23,106.34,60.01,1.01
826,pusad,0,IN,1570595302,66,19.91,77.57,76.04,6.22
827,bagado,100,CO,1570595302,97,5.41,-76.42,73.07,2.04
828,qaqortoq,75,GL,1570595302,86,60.72,-46.03,37.4,2.24
829,mildura,0,AU,1570595302,27,-34.18,142.16,66.0,11.41
830,kathu,0,ZA,1570595303,34,-27.7,23.05,55.0,5.5
831,vranjska banja,1,RS,1570595303,88,42.56,21.99,46.99,1.01
832,salinopolis,91,BR,1570595303,77,-0.61,-47.36,81.09,18.33
833,muroto,20,JP,1570595304,27,33.37,134.14,78.8,10.29
834,abu zabad,68,SD,1570595304,81,12.35,29.25,73.98,7.22
835,mitchell,1,US,1570595304,59,43.71,-98.03,60.8,14.99
836,henderson,1,US,1570595305,11,36.04,-114.98,80.6,12.75
837,byron bay,75,AU,1570595305,56,-28.65,153.62,73.99,17.22
838,baiquan,0,CN,1570595306,33,47.61,126.08,61.01,18.68
839,kimbe,34,PG,1570595306,71,-5.56,150.15,86.09,3.2
840,malpe,20,IN,1570595306,74,13.35,74.72,84.2,3.36
841,barra patuca,73,HN,1570595306,78,15.8,-84.28,84.34,13.63
842,kozhva,0,RU,1570595307,81,65.11,57.05,32.32,9.14
843,beroroha,0,MG,1570595307,59,-21.68,45.17,71.6,7.56
844,miraflores,0,PE,1570595307,19,-16.39,-71.52,50.0,3.36
845,belmonte,63,PT,1570595308,84,40.36,-7.35,61.0,4.45
846,saint joseph,1,US,1570595308,76,39.77,-94.85,57.99,6.93
847,buchanan,75,LR,1570595308,94,5.88,-10.05,75.2,11.83
848,lethem,100,GY,1570595308,69,3.38,-59.8,81.86,2.73
849,fort saint james,76,CA,1570595309,43,54.43,-124.25,26.67,2.04
850,bubaque,100,GW,1570595309,73,11.28,-15.83,80.31,6.2
851,nouadhibou,0,MR,1570595309,53,20.93,-17.03,77.0,13.87
852,malinovoye ozero,0,RU,1570595310,66,51.68,79.77,53.92,5.5
853,bure,26,NG,1570595310,94,10.52,10.33,69.87,2.01
854,nefteyugansk,0,RU,1570595310,86,61.09,72.61,41.0,8.95
855,brookhaven,1,US,1570595311,59,40.78,-72.92,61.0,8.05
856,batagay,34,RU,1570595311,60,67.65,134.64,15.89,5.32
857,le port,31,FR,1570595311,86,42.87,1.37,60.01,2.27
858,port augusta,0,AU,1570595312,48,-32.49,137.76,68.0,9.17
859,mangai,100,CD,1570595312,90,-4.07,19.59,70.37,0.89
860,sorong,100,ID,1570595312,62,-0.86,131.25,87.31,3.15
861,san clemente,1,US,1570595313,88,33.43,-117.61,68.0,2.21
862,fengcheng,100,CN,1570595313,51,40.45,124.07,58.58,6.29
863,puerto baquerizo moreno,82,EC,1570595313,86,-0.9,-89.6,66.76,10.44
864,chernyshevskiy,89,RU,1570595314,81,63.01,112.47,20.35,5.35
865,soritor,93,PE,1570595314,84,-6.14,-77.1,49.78,1.97
866,yabelo,67,ET,1570595314,86,4.89,38.09,61.34,5.55
867,waterloo,96,SL,1570595314,98,8.34,-13.07,72.75,2.68
868,majene,29,ID,1570595315,77,-3.54,118.97,81.57,20.2
869,haapiti,90,PF,1570595315,69,-17.57,-149.87,78.8,5.82
870,talcahuano,100,CL,1570595316,58,-36.72,-73.12,55.4,8.05
871,kasongo-lunda,100,CD,1570595316,95,-6.48,16.82,65.53,0.76
872,turriff,87,GB,1570595317,76,57.54,-2.46,52.0,9.17
873,samarai,41,PG,1570595317,67,-10.62,150.67,80.78,8.19
874,carutapera,53,BR,1570595317,76,-1.2,-46.02,78.94,8.7
875,kotturu,26,IN,1570595317,72,14.82,76.23,76.67,2.73
876,hambantota,75,LK,1570595318,88,6.12,81.12,82.4,4.7
877,staden,0,BE,1570595318,93,50.97,3.01,53.01,12.75
878,sao felix do xingu,49,BR,1570595318,95,-6.64,-51.99,71.24,0.29
879,hamburg,75,DE,1570595319,87,53.55,10.0,52.0,16.11
880,nara,0,JP,1570595319,31,34.68,135.8,75.2,8.05
881,maldonado,0,UY,1570595319,68,-34.91,-54.96,60.08,10.09
882,lianyuan,99,CN,1570595320,64,27.69,111.67,65.93,0.49
883,araouane,0,ML,1570595320,10,18.9,-3.53,86.77,12.75
884,banamba,2,ML,1570595320,71,13.55,-7.45,76.85,12.37
885,cortez,1,US,1570595321,42,37.35,-108.58,46.99,6.93
886,pudozh,100,RU,1570595321,98,61.81,36.54,34.21,7.05
887,hailar,0,CN,1570595321,53,49.2,119.7,54.72,16.43
888,suhut,6,TR,1570595322,94,38.53,30.55,47.62,1.84
889,umm kaddadah,2,SD,1570595322,65,13.6,26.69,77.23,11.97
890,yabrud,0,SY,1570595322,66,33.97,36.66,59.0,5.82
891,shuyskoye,100,RU,1570595322,94,59.37,41.03,31.87,9.74
892,koumac,0,NC,1570595323,68,-20.56,164.28,72.95,5.03
893,ust-koksa,0,RU,1570595323,57,50.27,85.62,46.76,0.54
894,mamlyutka,100,KZ,1570595323,76,54.94,68.54,50.0,6.71
895,camocim,64,BR,1570595324,85,-2.9,-40.84,72.9,6.54
896,brooks,100,CA,1570595324,81,50.57,-111.89,26.01,5.99
897,aksay,100,KZ,1570595324,71,51.17,53.01,43.0,3.78
898,nyakabindi,74,TZ,1570595324,65,-2.63,33.98,71.58,4.45
899,nha trang,20,VN,1570595325,59,12.24,109.19,91.4,8.05
900,mantua,40,IT,1570595325,93,45.16,10.79,57.2,3.36
901,mahenge,100,TZ,1570595325,78,-8.68,36.72,74.08,4.06
902,santa cruz,2,BR,1570595326,87,-6.22,-36.02,67.67,14.09
903,fort frances,1,CA,1570595326,54,48.61,-93.4,57.99,5.82
904,pontianak,75,ID,1570595326,70,-0.02,109.34,86.0,4.94
905,tondano,40,ID,1570595327,52,1.3,124.91,93.2,9.17
906,khandyga,100,RU,1570595327,93,62.65,135.58,30.09,7.7
907,matay,32,EG,1570595327,45,28.42,30.79,73.16,9.84
908,broome,94,GB,1570595327,87,52.47,1.45,51.01,5.82
909,greymouth,100,NZ,1570595328,90,-42.45,171.21,55.97,20.04
910,makakilo city,75,US,1570595328,65,21.35,-158.09,82.4,4.7
911,ornes,90,FR,1570595328,100,49.25,5.47,55.4,3.36
912,coahuayana,97,MX,1570595328,91,18.62,-100.35,73.18,2.64
913,president roxas,98,PH,1570595329,72,11.43,122.93,85.51,4.7
914,marrakesh,0,MA,1570595329,63,31.63,-7.99,64.4,4.7
915,san carlos,62,NI,1570595329,1,11.12,-84.78,72.0,3.85
916,falmouth,100,GB,1570595329,93,50.16,-5.07,54.0,12.75
917,arak,0,IR,1570595330,48,34.1,49.69,46.74,1.77
918,panaba,80,MX,1570595330,93,21.28,-88.27,76.21,5.49
919,darhan,100,MN,1570595330,93,49.49,105.92,33.71,9.37
920,alexandria,0,RO,1570595213,95,43.97,25.33,37.0,3.69
921,nador,40,MA,1570595331,82,35.17,-2.93,66.2,1.12
922,konstantinovskoye,90,RU,1570595331,100,45.3,42.64,42.8,11.18
923,camopi,47,GF,1570595332,93,3.17,-52.33,72.01,2.15
924,curup,95,ID,1570595332,49,-3.47,102.53,81.28,0.87
925,palimbang,75,PH,1570595333,55,14.9,120.78,91.4,11.41
926,pokhara,0,NP,1570595333,67,28.21,83.99,55.6,3.4
927,butembo,100,CD,1570595333,99,0.12,29.29,61.99,0.67
928,paramonga,75,PE,1570595334,93,-10.68,-77.82,57.7,10.49
929,limulunga,49,ZM,1570595334,67,-15.13,23.15,67.24,3.07
930,ojinaga,1,US,1570595334,37,29.56,-104.41,82.4,5.82
931,cape coast,98,GH,1570595334,91,5.11,-1.24,76.08,10.2
932,mazagao,40,BR,1570595335,94,-0.12,-51.29,80.6,8.05
933,waipawa,99,NZ,1570595335,63,-39.94,176.59,66.0,1.99
934,hobyo,61,SO,1570595335,81,5.35,48.53,79.14,4.43
935,okato,18,NZ,1570595336,75,-39.19,173.88,61.0,8.01
936,herat,0,AF,1570595336,21,34.35,62.22,71.6,2.24
937,pavlovsk,0,RU,1570595336,54,53.31,82.99,53.6,6.71
938,ondangwa,0,NA,1570595337,20,-17.91,15.98,73.4,3.36
939,celestun,98,MX,1570595337,81,20.87,-90.4,82.24,18.25
940,baturaja,2,ID,1570595337,34,-4.12,104.17,92.24,4.97
941,issenye,10,CM,1570595338,72,12.51,14.37,77.43,7.99
942,mabalacat,75,PH,1570595338,55,15.22,120.57,91.4,11.41
943,zyryanovsk,0,KZ,1570595338,30,49.74,84.27,55.81,1.69
944,yelan,100,RU,1570595338,91,50.95,43.74,32.0,6.94
945,bjornevatn,75,NO,1570595339,86,69.67,29.98,39.2,25.28
946,gravelbourg,100,CA,1570595339,85,49.88,-106.56,30.58,17.2
947,khorixas,6,NA,1570595339,62,-20.37,14.96,53.36,0.98
948,jiwani,0,PK,1570595340,77,25.05,61.74,83.01,14.72
949,moyale,82,ET,1570595340,79,3.52,39.05,70.52,6.29
950,tabas,0,IR,1570595340,19,33.6,56.92,66.2,4.7
951,sorland,20,NO,1570595340,69,67.67,12.69,37.4,8.05
952,farah,0,AF,1570595341,21,32.37,62.11,67.58,4.5
953,baykit,0,RU,1570595341,55,61.68,96.39,26.69,5.25
954,masindi,100,UG,1570595341,95,1.69,31.72,64.42,2.75
955,faya,0,SA,1570595342,45,18.39,42.45,62.6,6.93
956,sinnamary,38,GF,1570595342,80,5.38,-52.96,81.86,18.59
957,goderich,0,CA,1570595342,80,43.74,-81.71,50.0,8.99
958,payakumbuh,3,ID,1570595193,72,-0.23,100.63,77.74,3.38
959,cairns,100,AU,1570595343,51,-16.92,145.77,93.99,6.93
960,nandigama,75,IN,1570595343,83,16.78,80.29,82.4,3.36
961,malazgirt,82,TR,1570595343,62,39.15,42.54,47.93,4.96
962,ushirombo,84,TZ,1570595344,66,-3.47,31.9,66.09,1.54
963,liverpool,100,GB,1570595344,87,53.41,-2.98,53.01,8.05
964,chaska,1,US,1570595344,71,44.79,-93.6,60.8,4.7
965,ternate,75,PH,1570595344,66,14.29,120.72,88.0,6.93
966,joshimath,47,IN,1570595201,58,30.57,79.57,53.29,2.66
967,assiniboia,100,CA,1570595345,90,49.63,-105.99,31.71,21.0
968,port lincoln,100,AU,1570595345,60,-34.72,135.86,55.9,9.79
969,edgewood,90,US,1570595345,63,39.42,-76.29,64.0,11.41
970,eagle pass,1,MX,1570595346,53,28.71,-100.5,78.8,8.05
971,cibitoke,98,BI,1570595346,62,-2.89,29.12,64.0,1.88
972,seybaplaya,95,MX,1570595346,87,19.65,-90.67,77.25,3.42
973,sarkand,17,KZ,1570595347,30,45.41,79.91,64.92,6.53
974,mnogovershinnyy,97,RU,1570595347,65,53.94,139.92,42.44,11.54
975,poddorye,98,RU,1570595347,91,57.47,31.12,38.26,9.01
976,braniewo,87,PL,1570595347,93,54.38,19.82,50.54,16.94
977,diffa,69,NE,1570595348,56,13.32,12.61,79.81,7.76
978,katherine,42,AU,1570595348,13,-14.47,132.26,100.4,17.22
979,beihai,20,CN,1570595348,45,38.95,121.19,72.0,11.18
980,nizhniy kuranakh,100,RU,1570595348,88,58.84,125.49,25.77,9.84
981,noumea,90,NC,1570595240,69,-22.28,166.46,81.0,3.36
982,digha,100,IN,1570595349,83,21.62,87.51,78.39,5.15
983,lufkin,1,US,1570595349,87,31.34,-94.73,63.0,2.86
984,diapaga,12,BF,1570595349,95,12.07,1.79,71.4,6.1
985,pakxan,22,LA,1570595350,55,18.39,103.66,84.5,2.08
986,sibolga,80,ID,1570595350,80,1.74,98.78,78.84,1.18
987,guarapari,75,BR,1570595350,83,-20.67,-40.5,80.01,3.36
988,aloleng,58,PH,1570595351,57,16.13,119.78,88.09,3.0
989,richards bay,0,ZA,1570595351,88,-28.77,32.06,67.05,5.2
990,lynn haven,1,US,1570595351,88,30.25,-85.65,78.01,6.93
991,dunmore town,100,BS,1570595352,79,25.5,-76.65,82.7,7.76
992,oussouye,20,SN,1570595352,100,12.49,-16.54,77.0,2.24
993,vila,90,IT,1570595352,93,45.18,8.4,59.0,1.12
994,buin,0,CL,1570595352,28,-33.73,-70.74,69.8,2.24
995,mamontovo,0,RU,1570595353,74,52.71,81.63,52.12,7.29
996,ostersund,100,SE,1570595353,100,63.18,14.64,33.8,12.75
997,turayf,0,SA,1570595353,60,31.68,38.65,69.8,3.36
998,rexburg,1,US,1570595354,40,43.82,-111.79,53.6,5.82
999,pedasi,94,PA,1570595354,92,7.53,-80.03,74.06,3.67
1000,panjab,0,AF,1570595354,56,34.38,67.02,35.29,5.12
1001,gizo,12,IL,1570595355,88,31.8,34.94,71.01,1.01
1002,dzhebariki-khaya,100,RU,1570595355,84,62.22,135.8,31.77,4.06
1003,belle glade,1,US,1570595355,94,26.68,-80.67,80.01,5.82
1004,itaituba,100,BR,1570595356,97,-4.26,-55.99,73.16,2.33
1005,obama,0,JP,1570595356,37,35.49,135.74,73.0,8.01
1006,narasannapeta,100,IN,1570595356,77,18.42,84.04,81.14,3.96
1007,pauini,22,BR,1570595357,66,-7.71,-67.0,77.34,1.15
1008,gummidipundi,40,IN,1570595357,70,13.42,80.13,87.8,6.93
1009,benito juarez,75,CU,1570595358,94,22.29,-79.63,75.2,3.36
1010,ugoofaaru,83,MV,1570595358,74,5.67,73.0,82.78,9.89
1011,fomboni,54,KM,1570595358,77,-12.28,43.74,79.07,10.13
1012,puyang,100,CN,1570595359,70,35.76,115.02,61.79,5.65
1013,sarangani,75,PH,1570595359,70,5.4,125.46,84.07,9.73
1014,mpanda,98,BI,1570595359,62,-3.17,29.4,64.0,1.88
1015,amboise,48,FR,1570595360,100,47.41,0.98,57.99,8.05
1016,sonoita,1,US,1570595360,37,31.68,-110.66,77.0,3.36
1017,ceres,100,BR,1570595360,90,-15.31,-49.6,69.33,11.97
1018,alot,0,IN,1570595361,73,23.76,75.56,76.55,2.73
1019,maple creek,100,CA,1570595361,72,49.91,-109.46,29.51,13.42
1020,wheeling,1,US,1570595361,66,40.06,-80.72,54.0,6.93
1021,pivijay,75,CO,1570595362,94,10.46,-74.62,80.6,4.7
1022,lugovoy,97,RU,1570595362,87,59.72,65.88,46.58,1.57
1023,cam ranh,20,VN,1570595362,59,11.92,109.15,91.4,8.05
1024,novyy urengoy,100,RU,1570595362,80,66.08,76.63,32.77,15.88
1025,lagos,40,NG,1570595363,100,6.46,3.39,75.2,14.34
1026,ajdabiya,53,LY,1570595363,21,30.75,20.22,75.02,11.93
1027,two rivers,1,US,1570595363,100,44.15,-87.57,55.99,4.7
1028,jieshou,99,CN,1570595364,69,33.26,115.35,64.88,6.2
1029,santa cecilia,40,CR,1570595364,94,9.85,-84.31,73.0,3.36
1030,omboue,100,GA,1570595364,86,-1.57,9.26,77.65,11.03
1031,shenjiamen,33,CN,1570595364,65,29.96,122.3,69.76,11.68
1032,jawhar,19,IN,1570595365,79,19.91,73.23,80.4,4.5
1033,san ramon,59,NI,1570595365,97,12.92,-85.84,66.52,2.98
1034,lexington,1,US,1570595313,87,38.05,-84.5,61.0,7.96
1035,gamboma,0,CG,1570595365,88,-1.87,15.88,70.86,2.98
1036,smithers,1,CA,1570595366,86,54.78,-127.17,26.6,2.24
1037,banjarmasin,20,ID,1570595366,34,-3.32,114.59,95.0,12.75
1038,somanda,75,TZ,1570595367,56,-3.37,33.95,72.41,9.31
1039,nicoya,0,CR,1570595368,94,10.15,-85.45,73.4,2.24
1040,lastoursville,49,GA,1570595368,99,-0.81,12.73,69.03,0.81
1041,filadelfia,0,PY,1570595368,61,-22.35,-60.04,74.93,5.06
1042,lichuan,76,CN,1570595368,64,30.3,108.94,70.99,5.08
1043,marondera,0,ZW,1570595369,52,-18.19,31.55,68.0,12.75
1044,rockingham,99,GB,1570595369,87,52.52,-0.72,50.0,12.75
1045,aljezur,0,PT,1570595369,88,37.31,-8.8,66.99,15.01
1046,huarmey,77,PE,1570595369,75,-10.07,-78.15,61.03,1.25
1047,ambatofinandrahana,0,MG,1570595370,80,-20.55,46.8,56.69,5.91
1048,andilamena,100,MG,1570595370,84,-17.01,48.57,61.9,12.71
1049,castellaneta,5,IT,1570595371,93,40.63,16.94,61.0,2.24
1050,binzhou,89,CN,1570595372,37,37.38,117.96,78.01,1.01
1051,limbang,75,BN,1570595373,66,4.75,115.01,87.8,4.7
1052,mahibadhoo,8,MV,1570595373,70,3.78,72.97,82.79,5.3
1053,quang ngai,1,VN,1570595373,56,15.12,108.8,85.91,2.48
1054,teolocholco,79,MX,1570595374,90,19.24,-98.19,51.2,3.24
1055,inta,100,RU,1570595374,79,66.04,60.13,35.56,7.9
1056,seminole,40,US,1570595374,53,32.72,-102.64,71.6,11.41
1057,koupela,100,BF,1570595374,94,12.18,-0.35,71.87,9.06
1058,mitha tiwana,0,PK,1570595375,26,32.24,72.11,78.89,1.14
1059,corvallis,40,US,1570595304,93,44.56,-123.26,48.2,5.82
1060,mastic beach,1,US,1570595375,59,40.77,-72.85,61.0,8.05
1061,evreux,86,FR,1570595376,93,49.02,1.15,52.0,8.05
1062,bam,22,IR,1570595376,26,29.11,58.36,61.03,1.81
1063,vanimo,100,PG,1570595376,71,-2.67,141.3,83.44,8.95
1064,sandovo,91,RU,1570595377,97,58.46,36.41,34.82,7.54
1065,paso de los toros,11,UY,1570595377,63,-32.81,-56.52,56.28,2.66
1066,huangchuan,75,CN,1570595377,59,24.57,102.46,72.0,17.9
1067,minab,0,IR,1570595377,62,27.15,57.07,87.8,1.79
1068,lucera,5,IT,1570595378,87,41.51,15.34,53.6,1.12
1069,bambanglipuro,9,ID,1570595378,49,-7.95,110.28,86.65,12.34
1070,morondava,11,MG,1570595378,71,-20.3,44.28,79.36,3.87
1071,hirara,20,JP,1570595379,61,24.8,125.28,82.4,14.99
1072,prince rupert,1,CA,1570595379,56,54.32,-130.32,41.0,5.82
1073,bukachacha,78,RU,1570595379,70,52.99,116.91,35.22,10.67
1074,san francisco,66,CO,1570595380,95,1.17,-76.88,48.47,3.08
1075,port moresby,75,PG,1570595380,74,-9.47,147.16,86.0,5.82
1076,kargasok,89,RU,1570595380,81,59.06,80.87,36.05,10.81
1077,lumberton,1,US,1570595381,88,30.27,-94.2,69.8,2.48
1078,roebourne,0,AU,1570595381,8,-20.77,117.15,103.94,1.36
1079,boa vista,40,BR,1570595381,83,2.82,-60.67,78.8,3.36
1080,bhind,5,IN,1570595381,61,26.57,78.79,82.4,3.36
1081,sorata,0,BO,1570595382,61,-15.77,-68.65,46.2,11.65
1082,malacacheta,36,BR,1570595382,95,-17.84,-42.08,65.73,1.52
1083,lesozavodsk,0,RU,1570595382,46,45.47,133.42,54.81,9.67
1084,xucheng,64,CN,1570595382,58,33.0,118.51,70.77,10.15
1085,msanga,75,TZ,1570595383,93,-6.04,36.03,64.4,10.29
1086,dalupirip,35,PH,1570595383,63,16.33,120.73,82.78,6.11
1087,tashtagol,0,RU,1570595383,79,52.76,87.85,50.68,1.79
1088,iberia,59,PE,1570595383,61,-11.41,-69.49,75.67,2.51
1089,canto do buriti,2,BR,1570595384,41,-8.11,-42.94,75.29,3.62
1090,cotonou,40,BJ,1570595384,94,6.37,2.43,78.8,14.99
1091,slave lake,90,CA,1570595384,58,55.28,-114.77,30.2,17.22
1092,champerico,90,MX,1570595385,88,16.38,-93.6,75.2,4.85
1093,grand baie,75,MU,1570595385,73,-20.02,57.58,75.0,13.87
1094,alibag,75,IN,1570595385,70,18.64,72.88,86.0,3.36
1095,chapais,1,CA,1570595385,89,49.78,-74.86,32.0,4.7
1096,navalmoral de la mata,0,ES,1570595386,58,39.89,-5.54,66.0,4.23
1097,beni mazar,32,EG,1570595386,45,28.5,30.8,73.16,9.84
1098,finschhafen,100,PG,1570595386,83,-6.6,147.85,80.13,13.34
1099,lingao,2,CN,1570595387,74,19.91,109.69,82.74,12.19
1100,blagoyevo,100,RU,1570595387,96,63.37,47.92,33.04,13.82
1101,glendive,90,US,1570595387,74,47.11,-104.71,37.4,18.34
1102,mitsamiouli,40,KM,1570595387,65,-11.38,43.28,82.4,14.99
1103,nuevo progreso,40,US,1570595388,83,26.05,-97.95,82.99,3.36
1104,basco,1,US,1570595388,51,40.33,-91.2,60.8,6.93
1105,ellisras,0,ZA,1570595388,35,-23.67,27.74,67.73,11.16
1106,mangaratiba,90,BR,1570595389,94,-22.96,-44.04,71.6,5.82
1107,sayhat,0,SA,1570595389,83,26.49,50.04,87.8,3.36
1108,daru,90,PG,1570595389,73,-9.07,143.21,80.18,9.35
1109,verkhnyaya toyma,100,RU,1570595389,85,62.24,45.0,34.05,9.89
1110,bida,100,NG,1570595390,92,9.08,6.02,73.35,1.98
1111,vavuniya,15,LK,1570595390,72,8.76,80.5,82.17,3.85
1112,dalbandin,0,PK,1570595391,19,28.9,64.41,77.92,7.52
1113,ahuimanu,75,US,1570595391,65,21.44,-157.84,82.4,5.82
1114,kutiyana,5,IN,1570595391,66,21.62,69.99,87.8,6.35
1115,imbituba,20,BR,1570595391,93,-28.24,-48.67,66.2,2.24
1116,payo,5,ID,1570595392,35,-3.75,103.64,85.33,5.59
1117,lyngseidet,75,NO,1570595392,63,69.58,20.21,35.6,4.7
1118,rongcheng,84,CN,1570595392,46,37.16,122.42,64.6,8.26
1119,george town,75,MY,1570595392,70,5.42,100.33,87.8,3.36
1120,mayor pablo lagerenza,0,PY,1570595393,58,-19.93,-60.77,75.51,2.44
1121,kosh-agach,0,RU,1570595393,30,49.99,88.66,43.3,0.62
1122,abeche,100,TD,1570595393,62,13.83,20.83,75.43,7.1
1123,poplar bluff,1,US,1570595394,66,36.76,-90.39,57.0,3.85
1124,kalemie,100,CD,1570595394,93,-5.95,29.2,64.49,1.57
1125,sabana grande de boya,40,DO,1570595394,88,18.95,-69.79,82.0,4.7
1126,fria,100,GN,1570595394,98,10.36,-13.58,72.05,1.97
1127,sisimiut,67,GL,1570595395,48,66.94,-53.67,37.0,8.97
1128,krathum baen,20,TH,1570595395,70,13.65,100.26,90.0,6.93
1129,nome,1,US,1570595395,88,30.04,-94.42,73.0,4.47
1130,wilmington,90,US,1570595395,59,39.75,-75.55,60.8,9.17
1131,latung,57,ID,1570595396,41,-8.45,120.42,84.51,7.82
1132,manoel urbano,0,BR,1570595396,62,-8.84,-69.26,76.3,0.65
1133,kulhudhuffushi,100,MV,1570595396,73,6.62,73.07,82.8,8.25
1134,chickasha,1,US,1570595364,67,35.05,-97.94,64.4,8.05
1135,dawlatabad,82,AF,1570595397,21,36.41,64.91,68.52,1.45
1136,kirovskiy,0,RU,1570595397,47,45.09,133.51,54.44,11.03
1137,lang suan,40,TH,1570595397,66,9.95,99.07,89.6,5.82
1138,izacic,0,BA,1570595398,94,44.88,15.78,41.0,4.08
1139,mogadishu,28,SO,1570595398,83,2.04,45.34,80.28,8.67
1140,saint-joseph,75,FR,1570595398,82,43.56,6.97,59.0,3.36
1141,tricase,5,IT,1570595398,93,39.93,18.36,59.0,2.24
1142,sarana,100,RU,1570595399,90,56.48,57.73,36.03,1.59
1143,ankpa,100,NG,1570595399,97,7.37,7.63,68.16,3.11
1144,healdsburg,1,US,1570595399,72,38.61,-122.87,69.01,3.36
1145,lokosovo,100,RU,1570595400,89,61.13,74.84,41.31,9.12
1146,vermilion,20,CA,1570595400,79,53.35,-110.85,24.8,9.17
1147,effingham,1,US,1570595400,76,39.12,-88.54,55.0,5.49
1148,angicos,0,BR,1570595401,86,-5.67,-36.6,70.24,10.85
1149,honiara,75,SB,1570595401,74,-9.43,159.96,86.0,16.75
1150,ravar,0,IR,1570595401,8,31.27,56.81,83.17,6.18
1151,lokoja,100,NG,1570595402,94,7.8,6.74,72.12,2.91
1152,sao geraldo do araguaia,52,BR,1570595402,85,-6.4,-48.55,74.0,3.78
1153,rondonopolis,99,BR,1570595402,78,-16.46,-54.64,74.65,2.62
1154,thohoyandou,100,ZA,1570595402,76,-22.97,30.46,70.81,5.16
1155,paamiut,100,GL,1570595403,87,61.99,-49.67,39.83,9.71
1156,gawler,0,AU,1570595403,48,-34.6,138.75,64.0,16.11
1157,wagar,0,US,1570595403,80,31.44,-87.99,73.0,4.16
1158,erzin,2,TR,1570595404,77,36.95,36.2,69.01,3.36
1159,udachnyy,90,RU,1570595405,92,66.42,112.4,17.6,6.71
